draft_year,player,player_id,rookie_season,minutes_used,PTS,TRB,AST,hit_cap,STL,BLK,TOV,_key,_done,_failed
2003.0,Maciej Lampe,lampema01,2004,224.95000000000002,96.0,44.0,9.0,,3.0,3.0,15.0,"('lampema01', 2004)",False,False
2000.0,Soumaila Samake,samakso01,2001,223.1,46.0,53.0,1.0,,2.0,14.0,4.0,,,
2000.0,Olumide Oyedeji,oyedeol01,2001,220.4833333333333,45.0,67.0,2.0,,7.0,10.0,11.0,,,
2000.0,Jason Collier,collija02,2001,218.9333333333333,71.0,37.0,6.0,,2.0,3.0,11.0,,,
2004.0,Antonio Burks,burksan01,2005,217.41666666666663,73.0,12.0,28.0,,13.0,1.0,12.0,"('burksan01', 2005)",False,False
2006.0,Maurice Ager,agerma01,2007,214.38333333333333,69.0,21.0,7.0,,4.0,3.0,15.0,"('agerma01', 2007)",False,False
2005.0,Robert Whaley,whalero01,2006,211.85,49.0,43.0,17.0,,7.0,8.0,14.0,"('whalero01', 2006)",False,False
2005.0,C.J. Miles,milescj01,2006,202.83333333333331,79.0,38.0,16.0,,7.0,2.0,9.0,"('milescj01', 2006)",False,False
2006.0,Shannon Brown,brownsh01,2007,201.51666666666668,73.0,21.0,10.0,,7.0,3.0,14.0,"('brownsh01', 2007)",False,False
2001.0,Brandon Armstrong,armstbr01,2002,194.9333333333333,64.0,16.0,8.0,,7.0,1.0,8.0,,,
2006.0,Steve Novak,novakst01,2007,190.53333333333333,51.0,26.0,6.0,,5.0,0.0,4.0,"('novakst01', 2007)",False,False
2006.0,Ryan Hollins,holliry01,2007,185.28333333333336,64.0,31.0,1.0,,4.0,7.0,16.0,"('holliry01', 2007)",False,False
2005.0,Lawrence Roberts,roberla01,2006,180.76666666666668,51.0,49.0,5.0,,8.0,2.0,5.0,"('roberla01', 2006)",False,False
2006.0,Paul Davis,davispa01,2007,179.83333333333326,51.0,44.0,7.0,,6.0,5.0,8.0,"('davispa01', 2007)",False,False
2000.0,Mike Smith,smithmi03,2001,179.48333333333332,51.0,22.0,10.0,,5.0,3.0,7.0,,,
2001.0,Samuel Dalembert,dalemsa01,2002,175.86666666666667,51.0,68.0,5.0,,6.0,13.0,14.0,,,
2005.0,Andray Blatche,blatcan01,2006,175.48333333333332,65.0,38.0,10.0,,5.0,7.0,12.0,"('blatcan01', 2006)",False,False
2006.0,Kyle Lowry,lowryky01,2007,175.41666666666666,56.0,31.0,32.0,,14.0,1.0,12.0,"('lowryky01', 2007)",False,False
2006.0,Damir Markota,markoda01,2007,170.38333333333335,51.0,31.0,6.0,,3.0,1.0,15.0,"('markoda01', 2007)",False,False
2006.0,Mouhamed Sene,senesa01,2007,169.45,53.0,45.0,0.0,,3.0,12.0,11.0,"('senesa01', 2007)",False,False
2000.0,Lavor Postell,postela01,2001,168.23333333333332,59.0,25.0,5.0,,4.0,2.0,17.0,,,
